"","ks4score","fiveac","fiveem","k3en","k3ma","k3sc","gender","SECshort","hiquamum","singlepar","house","fsm","parasp","computer","tuition","pupasp","homework","attitude","sen","truancy","absent","exclude","IDACI_n","FSMband"
"5007",436,"yes","yes",5,7,6,"Female","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","yes","owned","no","Yes","Yes","No","Yes","2_evenings","low","No","No","No","No",-0.648634125556194,"9pr-13pr"
"5008",436,"yes","yes",7,6,6,"Female","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","yes","owned","yes","Yes","No","No","Yes","5_evenings","high","No","No","No","No",-0.933326510181849,"<5pr"
"5009",436,"yes","yes",7,6,6,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","3_evenings","very_low","No","Yes","No","No",-1.04918008177098,"9pr-13pr"
"5010",436,"yes","yes",6,6,6,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","5_evenings","low","No","No","No","No",-0.324791921028299,"5pr-9pr"
"5012",436,"yes","yes",6,6,6,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",0.190484288307525,"13pr-21pr"
"5013",436,"yes","yes",6,6,6,"Female","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-0.791483146615797,"9pr-13pr"
"5014",436,"yes","yes",6,6,6,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-1.27213238439286,"<5pr"
"5015",436,"yes","yes",6,6,6,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","No","Yes","No","Yes","5_evenings","very_high","No","No","missing","missing",0.436108971118616,"5pr-9pr"
"5016",436,"yes","yes",6,6,6,"Female","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","rented","no","Yes","Yes","Yes","Yes","5_evenings","high","No","No","No","No",0.029837189223572,"21pr-35pr"
"5018",436,"yes","yes",5,6,6,"Female","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","5_evenings","low","No","No","No","No",-1.939975311248,"<5pr"
"5019",436,"yes","yes",6,5,6,"Female","Managerial_and_professional","HE_below_degree_level","yes","owned","no","Yes","Yes","No","Yes","1_evening","high","No","No","No","No",-0.018378016293818,"13pr-21pr"
"5020",436,"yes","yes",5,7,5,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-1.11326415085236,"5pr-9pr"
"5022",436,"yes","yes",6,6,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","1_evening","very_low","No","No","No","Yes",-1.13799724233144,"<5pr"
"5025",436,"yes","no",6,6,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","No","3_evenings","very_high","No","No","No","No",-1.71918834926187,"9pr-13pr"
"5026",436,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",0.537158779676535,"9pr-13pr"
"5027",436,"yes","yes",6,6,5,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","Yes","Yes","2_evenings","very_low","No","Yes","No","No",-0.973430407774441,"<5pr"
"5028",436,"yes","yes",5,6,5,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","high","No","No","No","No",1.1920981019814,"35pr+"
"5029",436,"yes","yes",5,6,5,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-0.684699616713239,"<5pr"
"5030",436,"yes","no",5,6,5,"Female","Intermediate","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-1.0552689294953,"5pr-9pr"
"5031",436,"yes","yes",5,6,5,"Female","Managerial_and_professional","HE_below_degree_level","yes","owned","no","Yes","Yes","Yes","Yes","missing","low","No","No","No","No",-1.31360028958881,"<5pr"
"5032",436,"yes","yes",6,5,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","yes","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",0.055158902879579,"35pr+"
"5033",436,"yes","no",6,5,5,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","missing","missing",-0.6455935501664,"5pr-9pr"
"5034",436,"yes","yes",5,5,5,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_low","No","No","No","No",0.857766393149456,"9pr-13pr"
"5035",436,"yes","yes",5,5,5,"Female","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-0.777522824423045,"5pr-9pr"
"5036",436,"yes","no",5,5,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","missing","very_high","No","No","No","No",0.319094498894919,"21pr-35pr"
"5037",436,"yes","yes",5,5,5,"Female","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","missing","low","No","No","No","No",-0.952560504237497,"<5pr"
"5038",436,"yes","no",4,5,5,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","Yes","Yes","No","Yes","1_evening","low","No","No","missing","No",1.8473472583709,"13pr-21pr"
"5039",436,"yes","yes",7,6,4,"Female","Intermediate","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",0.167122185221531,"21pr-35pr"
"5040",436,"yes","yes",5,5,4,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","yes","Yes","Yes","No","Yes","3_evenings","very_low","No","Yes","No","No",0.841785622043259,"35pr+"
"5041",436,"yes","no",5,4,4,"Female","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","yes","rented","yes","Yes","No","No","Yes","3_evenings","high","No","No","missing","No",2.11363758000611,"21pr-35pr"
"5044",436,"yes","no",6,7,7,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","yes","rented","no","Yes","Yes","No","Yes","missing","low","No","No","No","No",1.84866359859528,"35pr+"
"5046",436,"yes","yes",5,7,7,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-0.804059713788951,"5pr-9pr"
"5047",436,"yes","yes",6,7,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","Yes","Yes","3_evenings","low","No","No","No","No",-1.8997899890372,"9pr-13pr"
"5048",436,"yes","yes",6,7,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","3_evenings","high","No","No","No","No",-0.199808905312863,"5pr-9pr"
"5049",436,"yes","yes",6,7,6,"Male","Intermediate","No_qualification","yes","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",-0.523241605536507,"5pr-9pr"
"5051",436,"yes","yes",5,7,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","No","3_evenings","low","No","No","No","No",0.116571473346115,"5pr-9pr"
"5052",436,"yes","yes",5,7,6,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","no","rented","no","Yes","Yes","Yes","No","4_evenings","high","No","No","No","No",-1.00298697242418,"<5pr"
"5053",436,"yes","no",4,7,6,"Male","Intermediate","Other_qualifications","yes","rented","no","Yes","Yes","No","Yes","1_evening","very_high","Yes","No","Yes","No",0.118093440547588,"<5pr"
"5054",436,"yes","yes",7,6,6,"Male","Managerial_and_professional","No_qualification","no","owned","no","Yes","Yes","Yes","Yes","4_evenings","high","No","No","No","No",-1.88266498972861,"<5pr"
"5055",436,"yes","yes",6,6,6,"Male","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","1_evening","low","No","No","No","No",0.120977921156504,"21pr-35pr"
"5056",436,"yes","yes",6,6,6,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","No","3_evenings","very_high","No","No","No","No",0.669292937633423,"<5pr"
"5057",436,"yes","yes",6,6,6,"Male","Managerial_and_professional","Other_qualifications","yes","owned","no","Yes","Yes","Yes","Yes","5_evenings","very_high","No","Yes","No","No",1.86834853303139,"35pr+"
"5059",436,"yes","yes",5,7,5,"Male","Managerial_and_professional","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","high","No","No","No","No",-0.637969306437381,"9pr-13pr"
"5061",436,"yes","yes",6,6,5,"Male","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-0.759459658056973,"13pr-21pr"
"5063",436,"yes","yes",5,6,5,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","Yes","5_evenings","very_low","No","No","No","No",-1.51455322043192,"5pr-9pr"
"5064",436,"yes","no",5,6,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",1.40794440928655,"35pr+"
"5065",436,"yes","yes",5,6,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","missing","missing",-0.320936640379489,"<5pr"
"5066",436,"yes","yes",5,6,5,"Male","Intermediate","Other_qualifications","no","rented","no","Yes","Yes","No","Yes","missing","very_high","No","No","No","No",0.751206011793912,"21pr-35pr"
"5067",436,"yes","no",5,6,5,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","missing","high","No","No","No","Yes",-0.477614724284217,"13pr-21pr"
"5068",436,"yes","no",4,6,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","yes","Yes","Yes","No","Yes","5_evenings","very_high","No","No","missing","missing",0.680983290409264,"21pr-35pr"
"5069",436,"yes","yes",5,5,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","no","Yes","No","Yes","Yes","3_evenings","high","No","No","No","No",0.840992232537011,"35pr+"
"5070",436,"yes","yes",5,5,5,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","Yes","Yes","5_evenings","high","No","No","No","No",-0.98564099549319,"5pr-9pr"
"5073",435.25,"yes","no",5,5,5,"Female","Managerial_and_professional","HE_below_degree_level","yes","rented","no","Yes","No","No","Yes","4_evenings","high","No","No","No","No",0.50897221980209,"13pr-21pr"
"5074",435,"yes","yes",6,6,6,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","rented","no","Yes","Yes","No","Yes","missing","high","No","No","No","No",-0.167686921447643,"13pr-21pr"
"5075",435,"yes","yes",6,6,6,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","3_evenings","very_high","No","No","No","No",-0.709551778449723,"9pr-13pr"
"5077",435,"yes","yes",5,6,6,"Female","Managerial_and_professional","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",0.260759816223215,"5pr-9pr"
"5078",435,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","yes","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",0.913948463966057,"35pr+"
"5079",435,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","rented","yes","Yes","Yes","No","Yes","3_evenings","low","No","Yes","No","No",1.47022251183754,"13pr-21pr"
"5080",435,"yes","yes",6,6,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","yes","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","Yes","No","No",-0.122660998259328,"13pr-21pr"
"5082",435,"yes","yes",5,6,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","No","4_evenings","very_high","No","No","No","No",-0.975476741566892,"<5pr"
"5085",435,"yes","yes",5,5,5,"Female","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-1.08230919992163,"13pr-21pr"
"5086",435,"yes","no",5,4,5,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",-1.65389859215173,"5pr-9pr"
"5088",435,"yes","yes",6,7,7,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_high","No","No","No","No",-0.90564516167313,"<5pr"
"5089",435,"yes","yes",5,7,7,"Male","Intermediate","GCE_A_Level_or_equivalent","yes","rented","no","Yes","Yes","No","No","5_evenings","very_low","No","No","No","No",-0.103845246217845,"<5pr"
"5091",435,"yes","yes",5,7,6,"Male","Managerial_and_professional","No_qualification","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_low","No","No","No","No",-1.1307307593308,"<5pr"
"5092",435,"yes","yes",5,7,6,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","rented","no","Yes","Yes","No","Yes","3_evenings","very_low","No","No","No","No",-0.207362371159451,"5pr-9pr"
"5093",435,"yes","yes",5,7,6,"Male","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","1_evening","very_high","No","No","No","No",-1.44377912011502,"9pr-13pr"
"5094",435,"yes","yes",5,6,6,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","yes","rented","yes","No","Yes","No","No","3_evenings","high","No","No","No","No",0.533853292715793,"13pr-21pr"
"5095",435,"yes","no",5,6,6,"Male","Managerial_and_professional","Degree_or_equivalent","yes","owned","no","Yes","Yes","Yes","Yes","5_evenings","very_high","No","No","No","No",0.647554526626011,"9pr-13pr"
"5097",435,"yes","yes",5,6,6,"Male","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",-0.325127390250701,"13pr-21pr"
"5098",435,"yes","yes",7,5,5,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-0.092653738459395,"13pr-21pr"
"5100",434.5,"yes","no",5,5,6,"Female","Intermediate","No_qualification","no","other/DK/Ref","no","Yes","Yes","No","No","4_evenings","low","No","No","No","No",-0.926461862357601,"<5pr"
"5101",434.5,"yes","yes",6,5,5,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",-1.56559056977112,"<5pr"
"5102",434.5,"yes","yes",5,7,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-1.10678268688791,"5pr-9pr"
"5104",434.25,"yes","no",6,5,5,"Female","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","missing","low","No","No","No","No",-1.79994390853568,"5pr-9pr"
"5106",434,"yes","yes",6,7,6,"Female","Managerial_and_professional","Degree_or_equivalent","no","rented","no","Yes","Yes","Yes","Yes","5_evenings","very_high","No","No","No","No",0.721885072624075,"9pr-13pr"
"5108",434,"yes","yes",6,6,6,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.881922564458564,"<5pr"
"5109",434,"yes","yes",6,6,6,"Female","Intermediate","HE_below_degree_level","no","owned","no","Yes","Yes","Yes","Yes","missing","very_low","No","No","missing","No",-1.65514928811203,"<5pr"
"5110",434,"yes","yes",6,7,5,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","1_evening","low","No","No","No","No",-0.124103912203058,"35pr+"
"5112",434,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.209638832399862,"21pr-35pr"
"5113",434,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","No","No","Yes","3_evenings","very_low","No","No","No","No",-0.18886432786129,"13pr-21pr"
"5114",434,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-0.054919879009965,"13pr-21pr"
"5115",434,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-1.41526987586909,"5pr-9pr"
"5116",434,"yes","yes",5,6,5,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","no","No","Yes","No","Yes","1_evening","very_low","No","No","No","No",-0.005330145504501,"13pr-21pr"
"5117",434,"yes","yes",5,6,5,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","2_evenings","low","No","No","No","No",-0.344479880072319,"5pr-9pr"
"5118",434,"yes","yes",5,6,5,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","3_evenings","high","No","No","No","No",-0.242038901929237,"9pr-13pr"
"5120",434,"yes","no",6,5,5,"Female","Managerial_and_professional","No_qualification","no","rented","no","Yes","Yes","No","Yes","5_evenings","very_low","No","No","No","No",-0.125146177261213,"5pr-9pr"
"5121",434,"yes","no",5,5,5,"Female","Managerial_and_professional","HE_below_degree_level","yes","owned","no","Yes","Yes","No","Yes","1_evening","low","No","No","No","No",0.399732344386737,"9pr-13pr"
"5122",434,"yes","yes",5,5,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_low","No","No","No","No",-0.15696586282878,"13pr-21pr"
"5123",434,"yes","yes",5,5,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.693576721169051,"9pr-13pr"
