ks4score,fiveac,fiveem,k3en,k3ma,k3sc,gender,SECshort,hiquamum,singlepar,house,fsm,parasp,computer,tuition,pupasp,homework,attitude,sen,truancy,absent,exclude,IDACI_n,FSMband
715,yes,yes,7,8,7,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,-1.39225670539008,<5pr
714.5,yes,yes,7,7,7,Female,missing,Degree_or_equivalent,yes,owned,no,Yes,Yes,Yes,Yes,5_evenings,very_high,No,No,No,No,-0.771830971821986,<5pr
714,yes,yes,7,8,7,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.208500466716249,<5pr
714,yes,yes,6,7,6,Female,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.902054448287253,13pr-21pr
714,yes,yes,7,8,7,Male,missing,Other_qualifications,no,rented,no,Yes,Yes,No,Yes,5_evenings,very_low,No,No,No,No,-1.8770774312824,5pr-9pr
713,yes,yes,7,8,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.908646366426315,5pr-9pr
713,yes,yes,5,7,6,Female,missing,missing,missing,other/DK/Ref,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,0.350564318672265,5pr-9pr
713,yes,yes,7,8,3,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.424937193472715,9pr-13pr
713,yes,yes,7,8,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,-0.81476747679075,9pr-13pr
712.25,yes,yes,7,7,7,Female,missing,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,0.051494208299115,13pr-21pr
712,yes,yes,7,7,7,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.74174569751147,<5pr
712,yes,yes,6,7,7,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,-0.888278359537305,21pr-35pr
711.5,yes,yes,6,7,6,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.300648143373437,9pr-13pr
711,yes,yes,6,7,6,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,1.11149184718459,35pr+
710,yes,yes,6,7,6,Female,Intermediate,Other_qualifications,no,rented,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,0.78985195791347,13pr-21pr
710,yes,yes,6,6,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,missing,No,No,No,No,-1.54980002814428,13pr-21pr
709.5,yes,yes,7,8,7,Female,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.776124383446285,5pr-9pr
709,yes,yes,6,7,7,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,none,very_high,No,No,No,No,-1.4170045939871,<5pr
708.5,yes,yes,6,7,6,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,-0.002068406354209,13pr-21pr
708,yes,yes,7,7,7,Female,missing,Other_qualifications,yes,owned,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,-1.51731424984974,<5pr
708,yes,yes,6,6,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.419892473179305,<5pr
707,yes,yes,5,8,6,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,none,high,No,No,No,No,-0.219815044654352,13pr-21pr
706.5,yes,yes,7,8,7,Female,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.738189052089309,<5pr
706.5,yes,yes,7,7,7,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,2_evenings,very_high,No,No,No,No,-0.465079655086583,5pr-9pr
706,yes,yes,7,8,7,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.442592482345761,<5pr
706,yes,yes,7,8,7,Male,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,Yes,Yes,2_evenings,very_high,No,No,No,No,-2.12263399062207,<5pr
704,yes,yes,6,5,6,Female,Intermediate,No_qualification,no,owned,yes,Yes,Yes,No,Yes,4_evenings,high,No,No,No,No,1.79315233388971,35pr+
702,yes,no,4,7,6,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,1.06503718785223,35pr+
702,yes,yes,4,5,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,2_evenings,very_high,No,No,missing,missing,0.895382707782315,35pr+
701,yes,yes,7,8,7,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,-1.04381548336426,<5pr
701,yes,yes,7,8,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-1.23376476552257,9pr-13pr
701,yes,yes,6,7,6,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_low,No,missing,No,No,-0.245808892761916,5pr-9pr
701,yes,yes,6,6,6,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,4_evenings,very_high,No,No,missing,missing,1.02130996668444,35pr+
701,yes,yes,7,8,7,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,-1.14993513377198,13pr-21pr
701,yes,yes,7,7,6,Male,Managerial_and_professional,Degree_or_equivalent,no,rented,no,Yes,Yes,No,Yes,5_evenings,very_low,No,Yes,No,No,0.625924364921658,<5pr
701,yes,no,5,5,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.557581809474953,21pr-35pr
700,yes,yes,6,7,6,Female,missing,GCSE_grades_A-C_or_equiv,no,rented,yes,Yes,Yes,No,Yes,2_evenings,very_high,No,Yes,No,No,0.864335891336491,21pr-35pr
700,yes,yes,6,6,6,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,0.142243509911837,9pr-13pr
699,yes,yes,6,7,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,high,No,No,No,No,-0.402318802855553,21pr-35pr
698.5,yes,yes,7,8,7,Male,Managerial_and_professional,Degree_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.056911841769363,<5pr
698,yes,yes,7,8,7,Female,Managerial_and_professional,HE_below_degree_level,yes,owned,no,Yes,Yes,Yes,Yes,5_evenings,low,No,No,No,No,-0.718070672329947,<5pr
698,yes,yes,7,7,7,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,-1.24266888106628,<5pr
698,yes,yes,6,7,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,high,No,No,No,No,-0.25434533404497,9pr-13pr
698,yes,yes,6,7,6,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,Yes,No,No,0.862718882066166,35pr+
697,yes,yes,6,8,7,Male,missing,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-1.21125885179352,5pr-9pr
696,yes,yes,7,8,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,-0.960605821120897,<5pr
696,yes,yes,6,8,7,Male,missing,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,high,No,No,No,No,-2.73175026850822,<5pr
696,yes,yes,6,7,6,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,high,No,No,No,No,-0.345493061899129,<5pr
695,yes,yes,6,7,6,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-1.48900147735894,13pr-21pr
695,yes,yes,7,8,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.032543343195466,<5pr
695,yes,yes,7,8,7,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-1.24129260580382,<5pr
695,yes,yes,7,8,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,0.166315511587199,13pr-21pr
695,yes,yes,7,8,7,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-1.06055914115483,<5pr
695,yes,yes,6,8,7,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,other/DK/Ref,no,Yes,Yes,No,Yes,4_evenings,high,No,No,No,No,-0.604105711153326,5pr-9pr
694,yes,yes,7,6,7,Female,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,0.526711304529882,21pr-35pr
694,yes,yes,6,6,5,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-0.246464898611347,5pr-9pr
694,yes,yes,6,6,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,Yes,-0.517412081768438,5pr-9pr
693,yes,yes,7,8,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-1.12576948498095,9pr-13pr
692,yes,yes,7,8,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,-0.047193054143391,<5pr
692,yes,yes,7,7,7,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.837033196364555,5pr-9pr
692,yes,yes,6,6,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,yes,Yes,No,No,Yes,3_evenings,low,No,No,missing,missing,3.2489256377105,35pr+
692,yes,no,5,5,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,0.310484199241168,21pr-35pr
692,yes,yes,6,7,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,high,No,No,No,No,1.03643679248855,9pr-13pr
691,yes,yes,6,7,6,Female,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.727367320719585,5pr-9pr
691,yes,yes,5,7,6,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,0.735162806114268,9pr-13pr
690.5,yes,yes,5,6,5,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,no,Yes,Yes,No,Yes,3_evenings,missing,No,missing,No,No,1.5093139944914,35pr+
690,yes,yes,7,8,6,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,5_evenings,high,No,No,missing,missing,0.974453064607536,35pr+
690,yes,yes,6,7,6,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,missing,very_high,No,No,No,No,-1.04546292466135,<5pr
690,yes,yes,6,6,6,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.598481972913738,35pr+
690,yes,yes,7,8,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,Yes,No,No,-1.04973200547263,9pr-13pr
690,yes,yes,6,7,7,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.097208801088117,9pr-13pr
689,yes,no,5,5,5,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,missing,very_low,No,No,No,No,0.443908969634651,21pr-35pr
688.25,yes,yes,6,7,6,Female,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,very_high,No,No,No,No,-0.237044857031029,9pr-13pr
688,yes,yes,5,8,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,very_high,No,No,No,No,-0.819099059820995,13pr-21pr
688,yes,yes,6,7,6,Female,Managerial_and_professional,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,5_evenings,missing,No,No,No,No,-0.484044548472591,9pr-13pr
688,yes,yes,5,8,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.852605984978043,<5pr
688,yes,yes,6,7,7,Male,missing,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.146262816248094,13pr-21pr
687,yes,yes,7,8,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,low,No,No,No,No,0.239172736220506,21pr-35pr
687,yes,yes,6,7,6,Female,missing,No_qualification,no,owned,yes,Yes,Yes,Yes,Yes,3_evenings,high,No,No,No,No,-0.23303753059749,35pr+
686,yes,yes,7,8,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.031906580377391,<5pr
686,yes,yes,7,7,7,Female,missing,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.409142759038439,9pr-13pr
686,yes,yes,7,7,6,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,high,No,No,No,No,-1.52363270425682,9pr-13pr
686,yes,yes,6,7,6,Male,missing,No_qualification,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,very_high,No,No,No,No,1.17225753998087,35pr+
684,yes,yes,7,7,7,Female,Managerial_and_professional,Degree_or_equivalent,yes,owned,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,-0.239745811448104,21pr-35pr
684,yes,yes,6,6,6,Female,Intermediate,HE_below_degree_level,no,rented,no,Yes,Yes,No,Yes,2_evenings,missing,No,missing,missing,missing,0.390958231659639,35pr+
684,yes,yes,5,6,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,0.39465341431625,NA
683,yes,yes,6,7,6,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,Yes,Yes,No,Yes,5_evenings,missing,No,No,No,No,0.242694303940569,21pr-35pr
682,yes,no,5,6,6,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,NA,21pr-35pr
682,yes,yes,5,5,5,Female,Managerial_and_professional,HE_below_degree_level,no,rented,no,Yes,Yes,No,Yes,3_evenings,missing,No,No,No,No,1.29277195156441,35pr+
682,yes,yes,6,8,7,Male,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-2.10920276726142,<5pr
682,yes,yes,7,7,7,Male,Intermediate,No_qualification,no,owned,yes,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,0.287274324778795,9pr-13pr
682,yes,yes,6,6,6,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,5_evenings,very_low,No,missing,No,No,0.306479520643595,9pr-13pr
681,yes,yes,6,7,6,Male,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.032065769858979,21pr-35pr
681,yes,yes,6,6,5,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-1.4519481620372,9pr-13pr
680,yes,yes,7,8,7,Female,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,low,No,No,No,No,-1.08948194473747,<5pr
680,yes,yes,6,7,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.909127318906133,<5pr
680,yes,yes,6,7,7,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,0.70006726039076,35pr+
678,yes,yes,7,8,7,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-1.98813378192888,<5pr
678,yes,yes,7,7,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,very_high,No,No,No,No,0.064882030908705,35pr+
678,yes,yes,5,6,6,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.007000812162344,13pr-21pr
678,yes,yes,6,8,7,Male,Intermediate,Degree_or_equivalent,no,owned,no,No,Yes,No,Yes,2_evenings,low,No,No,No,No,-0.81166702767206,9pr-13pr
678,yes,yes,6,7,7,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,No,Yes,Yes,Yes,missing,high,No,No,No,No,-0.679780014861453,5pr-9pr
678,yes,yes,6,7,6,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,rented,yes,Yes,Yes,Yes,Yes,2_evenings,very_low,No,No,No,No,0.369322618202284,35pr+
677,yes,yes,6,7,6,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,No,Yes,No,Yes,1_evening,low,No,No,No,No,-0.735058572953041,5pr-9pr
677,yes,yes,6,7,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-1.54087312390708,5pr-9pr
676,yes,yes,7,8,7,Female,missing,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.212323200955644,21pr-35pr
676,yes,yes,7,8,7,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,high,No,No,No,No,-0.408969766726096,<5pr
676,yes,yes,6,6,7,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.898237128992744,9pr-13pr
676,yes,yes,6,6,6,Female,missing,Degree_or_equivalent,yes,owned,no,No,Yes,Yes,Yes,5_evenings,very_high,No,No,No,No,0.031906580377391,5pr-9pr
676,yes,yes,6,7,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,No,No,Yes,4_evenings,high,No,No,No,No,0.650304085521499,21pr-35pr
676,yes,yes,6,6,6,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,rented,yes,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,1.29185513125784,35pr+
676,yes,yes,5,6,6,Male,Intermediate,missing,yes,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.338997922290489,21pr-35pr
675,yes,yes,6,7,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.444435779917563,5pr-9pr
675,yes,yes,6,6,6,Female,Intermediate,No_qualification,no,owned,yes,Yes,Yes,No,Yes,5_evenings,missing,No,missing,No,No,0.710677819510783,35pr+
675,yes,yes,6,7,6,Male,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,no,owned,no,No,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.220630111861669,9pr-13pr
675,yes,yes,6,6,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,-1.88548095552594,5pr-9pr
674,yes,yes,7,8,7,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-2.17124624572402,<5pr
674,yes,yes,7,7,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.651680709498561,5pr-9pr
674,yes,yes,7,6,7,Female,Managerial_and_professional,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,missing,missing,0.390443050072207,9pr-13pr
674,yes,yes,5,7,6,Female,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,-0.51241635221918,9pr-13pr
674,yes,yes,4,6,5,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,missing,low,No,No,No,No,1.31946702170006,21pr-35pr
674,yes,yes,6,7,7,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.854552797552541,21pr-35pr
674,yes,yes,7,8,6,Male,Intermediate,No_qualification,yes,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.384611523633812,9pr-13pr
674,yes,yes,5,6,5,Male,missing,No_qualification,no,owned,no,Yes,Yes,No,Yes,1_evening,high,No,No,No,No,1.00535778800538,21pr-35pr
673.25,yes,yes,7,7,7,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,rented,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,-0.592687430462544,9pr-13pr
673,yes,yes,7,8,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-0.540009880483444,<5pr
673,yes,yes,5,8,7,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,very_high,No,No,No,No,-0.421804723128254,<5pr
673,yes,no,6,6,5,Female,Intermediate,No_qualification,no,owned,yes,Yes,No,No,Yes,3_evenings,very_low,No,No,No,No,1.16282091567422,35pr+
673,yes,yes,7,8,7,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,low,No,No,No,No,-0.783996988131118,<5pr
673,yes,yes,5,7,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.679780014861453,5pr-9pr
672,yes,yes,7,7,7,Female,missing,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,very_high,No,Yes,No,No,0.433048836303372,13pr-21pr
672,yes,yes,5,7,6,Female,missing,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-1.53001257883852,5pr-9pr
672,yes,no,5,4,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,yes,Yes,No,No,Yes,4_evenings,very_high,No,No,missing,No,1.05832807345983,35pr+
672,yes,yes,7,8,7,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.600195675923605,13pr-21pr
672,yes,yes,7,6,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-1.40218049419853,<5pr
672,yes,yes,7,6,6,Male,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,high,No,No,No,No,-0.261829933332286,5pr-9pr
671.5,yes,yes,7,8,7,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,Yes,No,No,-0.51069352877627,<5pr
671,yes,yes,7,7,7,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,-0.45579238153094,<5pr
671,yes,yes,7,6,7,Female,Managerial_and_professional,Degree_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.567366636131654,<5pr
671,yes,yes,7,8,7,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.370600453166036,<5pr
671,yes,yes,7,7,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.860527970543626,<5pr
671,yes,yes,5,8,6,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,-0.492918414980498,9pr-13pr
670,yes,yes,6,7,7,Female,missing,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.917335943323663,5pr-9pr
670,yes,yes,6,7,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,-1.83264772696522,9pr-13pr
670,yes,yes,7,8,7,Male,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,-1.91799131343023,5pr-9pr
670,yes,yes,6,8,7,Male,Managerial_and_professional,HE_below_degree_level,yes,owned,no,Yes,Yes,No,Yes,2_evenings,missing,No,missing,missing,missing,0.497685026636437,13pr-21pr
670,yes,no,5,7,5,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,No,Yes,No,No,4_evenings,missing,No,No,No,No,0.051972171670991,21pr-35pr
670,yes,yes,4,7,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,high,No,No,missing,missing,1.92708077872866,35pr+
669,yes,yes,6,7,6,Female,Intermediate,Other_qualifications,no,owned,no,No,Yes,No,Yes,4_evenings,low,No,No,No,No,0.331172138239028,35pr+
